DATE,DEXBZUS
2006-07-14,2.1924000000000000
2006-07-21,2.1937800000000000
2006-07-28,2.1920800000000000
2006-08-04,2.1784200000000000
2006-08-11,2.1712800000000000
2006-08-18,2.1421600000000000
2006-08-25,2.1447800000000000
2006-09-01,2.1406200000000000
2006-09-08,2.1444250000000000
2006-09-15,2.1633400000000000
2006-09-22,2.1725000000000000
2006-09-29,2.1922600000000000
2006-10-06,2.1653800000000000
2006-10-13,2.1462750000000000
2006-10-20,2.1354000000000000
2006-10-27,2.1392600000000000
2006-11-03,2.1400000000000000
2006-11-10,2.1403000000000000
2006-11-17,2.1559000000000000
2006-11-24,2.1624750000000000
2006-12-01,2.1741000000000000
2006-12-08,2.1498200000000000
2006-12-15,2.1427400000000000
2006-12-22,2.1536000000000000
2006-12-29,2.1401000000000000
2007-01-05,2.1413750000000000
2007-01-12,2.1479200000000000
2007-01-19,2.1330750000000000
2007-01-26,2.1318000000000000
2007-02-02,2.1187400000000000
2007-02-09,2.0918000000000000
2007-02-16,2.0992600000000000
2007-02-23,2.0802750000000000
2007-03-02,2.1102600000000000
2007-03-09,2.1149800000000000
2007-03-16,2.0932000000000000
2007-03-23,2.0697600000000000
2007-03-30,2.0616400000000000
2007-04-06,2.0350600000000000
2007-04-13,2.0277800000000000
2007-04-20,2.0312600000000000
2007-04-27,2.0265200000000000
2007-05-04,2.0276800000000000
2007-05-11,2.0208000000000000
2007-05-18,1.9759800000000000
2007-05-25,1.9464600000000000
2007-06-01,1.9288250000000000
2007-06-08,1.9520400000000000
2007-06-15,1.9339000000000000
2007-06-22,1.9128200000000000
2007-06-29,1.9366400000000000
2007-07-06,1.9112750000000000
2007-07-13,1.8850200000000000
2007-07-20,1.8612600000000000
2007-07-27,1.8746200000000000
2007-08-03,1.8767600000000000
2007-08-10,1.9094600000000000
2007-08-17,2.0093000000000000
2007-08-24,2.0104800000000000
2007-08-31,1.9700800000000000
2007-09-07,1.9580000000000000
2007-09-14,1.9184800000000000
2007-09-21,1.8802800000000000
2007-09-28,1.8524000000000000
2007-10-05,1.8202800000000000
2007-10-12,1.7995400000000000
2007-10-19,1.8073600000000000
2007-10-26,1.7980000000000000
2007-11-02,1.7493200000000000
2007-11-09,1.7399800000000000
2007-11-16,1.7471750000000000
2007-11-23,1.7783600000000000
2007-11-30,1.8043600000000000
2007-12-07,1.7892000000000000
2007-12-14,1.7701400000000000
2007-12-21,1.8040400000000000
2007-12-28,1.7769000000000000
2008-01-04,1.7643500000000000
2008-01-11,1.7619800000000000
2008-01-18,1.7642200000000000
2008-01-25,1.7974000000000000
2008-02-01,1.7670000000000000
2008-02-08,1.7566600000000000
2008-02-15,1.7497800000000000
2008-02-22,1.7202750000000000
2008-02-29,1.6845600000000000
2008-03-07,1.6766600000000000
2008-03-14,1.6976800000000000
2008-03-21,1.7195400000000000
2008-03-28,1.7353000000000000
2008-04-04,1.7280600000000000
2008-04-11,1.6893400000000000
2008-04-18,1.6725000000000000
2008-04-25,1.6630800000000000
2008-05-02,1.6773800000000000
2008-05-09,1.6723400000000000
2008-05-16,1.6567200000000000
2008-05-23,1.6524400000000000
2008-05-30,1.6530250000000000
2008-06-06,1.6286200000000000
2008-06-13,1.6348400000000000
2008-06-20,1.6103800000000000
2008-06-27,1.6025200000000000
2008-07-04,1.6024750000000000
2008-07-11,1.6057600000000000
2008-07-18,1.5918400000000000
2008-07-25,1.5804800000000000
2008-08-01,1.5662400000000000
2008-08-08,1.5844400000000000
2008-08-15,1.6227600000000000
2008-08-22,1.6248400000000000
2008-08-29,1.6298600000000000
2008-09-05,1.6905250000000000
2008-09-12,1.7758800000000000
2008-09-19,1.8488200000000000
2008-09-26,1.8290200000000000
2008-10-03,1.9545600000000000
2008-10-10,2.2597600000000000
2008-10-17,2.1407500000000000
2008-10-24,2.2720200000000000
2008-10-31,2.1642400000000000
2008-11-07,2.1465800000000000
2008-11-14,2.2641500000000000
2008-11-21,2.3684800000000000
2008-11-28,2.3089750000000000
2008-12-05,2.4467400000000000
2008-12-12,2.4137000000000000
2008-12-19,2.3658000000000000
2008-12-26,2.3819750000000000
2009-01-02,2.3406500000000000
2009-01-09,2.2456400000000000
2009-01-16,2.3350800000000000
2009-01-23,2.3531000000000000
2009-01-30,2.3039400000000000
2009-02-06,2.2981800000000000
2009-02-13,2.2678400000000000
2009-02-20,2.3554000000000000
2009-02-27,2.3769600000000000
2009-03-06,2.4023600000000000
2009-03-13,2.3383400000000000
2009-03-20,2.2695200000000000
2009-03-27,2.2554400000000000
2009-04-03,2.2708400000000000
2009-04-10,2.1990600000000000
2009-04-17,2.1818000000000000
2009-04-24,2.2180400000000000
